"id","visit_date","survey_type","species","capture_life_stage","length","weight","bd_load","sample_id"
10101,2015-08-27,cmr,ramu,adult,47,10,11745040,RKS19805
70563,2008-07-30,swab,ramu,adult,76,64,624.0,RKS6693
70563,2008-07-03,swab,ramu,adult,59,25,2304.0,RKS6340
72996,2006-08-20,swab,ramu,adult,45,10,30720.0,RKS2486
72021,2014-05-27,cmr,ramu,adult,71,44,288.0,RKS16690
70550,2009-09-15,cmr,ramu,adult,72,45,1728.0,RKS9333
72996,2006-07-17,cmr,ramu,adult,55,14,576.0,RKS3761
70505,2015-07-20,cmr,ramu,adult,59,24,128023.68,RKS18857
74269,2005-08-25,swab,ramu,adult,44,10,68880.0,RKS3127
10100,2015-09-10,cmr,ramu,adult,53,16,62968400,RKS20412
70449,2014-09-03,cmr,ramu,adult,51,15,5808.0,RKS17819
70505,2013-09-07,cmr,ramu,adult,54,22,144.0,USGS1694
10315,2014-09-04,cmr,ramu,adult,54,24,288.0,RKS17484
10101,2015-09-11,cmr,ramu,adult,44,10,6468.0,RKS19861
70134,2006-09-01,cmr,ramu,adult,50,15,85008.0,RKS3968
70563,2008-07-03,swab,ramu,adult,67,41,3120.0,RKS6336
10102,2015-08-25,cmr,ramu,adult,42,7,13761680,RKS20382
70284,2006-08-26,swab,ramu,adult,53,18,10224.0,RKS3855
10101,2015-08-25,cmr,ramu,adult,46,10,6223571.04,RKS20343
72336,2015-08-13,cmr,ramu,adult,56,14,118.08,RKS18557
72996,2006-07-17,cmr,ramu,adult,47,8,96.0,RKS3780
72996,2006-08-30,cmr,ramu,adult,52,14,48.0,RKS3906
10316,2006-08-26,swab,ramu,adult,41,8,120240.0,RKS4502
10101,2015-08-24,cmr,ramu,adult,46,8,217600.0,RKS19717
10101,2015-08-26,cmr,ramu,adult,47,13,5128880.0,RKS20120
72996,2008-07-22,cmr,ramu,adult,49,14,192.0,RKS6438
12503,2010-07-13,swab,ramu,adult,51,12,48.0,RKS9789
70563,2009-08-26,swab,ramu,adult,53,18,15888.0,RKS8772
72996,2008-08-20,cmr,ramu,adult,47,11,2400.0,RKS6907
10101,2016-08-05,cmr,ramu,adult,60,22,999.424,RKS21635
70279,2014-07-11,cmr,ramu,adult,59,25,48.0,RKS17609
70505,2010-08-06,cmr,ramu,adult,56,16,96.0,RKS10587
70563,2008-07-31,swab,ramu,adult,76,56,912.0,RKS6727
10102,2015-08-25,cmr,ramu,adult,43,8,356240.0,RKS20373
10101,2016-06-25,cmr,ramu,adult,40,7,15680.0,RKS21136
70550,2006-08-21,cmr,ramu,adult,48,14,112751.99999999999,RKS3863
11858,2015-08-26,cmr,ramu,adult,46,10,1075977.12,RKS19896
11858,2015-08-25,cmr,ramu,adult,56,19,307236.48,RKS19959
70563,2008-07-03,swab,ramu,adult,63,27,864.0,RKS6134
70505,2013-07-26,cmr,ramu,adult,48,16,336.00000000000006,USGS1042
72808,2015-06-08,cmr,ramu,adult,52,15,11384.64,RKS17547
10490,2012-06-19,swab,ramu,adult,47,11,96.0,RKS13634
72996,2006-07-17,cmr,ramu,adult,51,10,44640.0,RKS2433
10101,2015-08-26,cmr,ramu,adult,47,12,117200.0,RKS19770
70550,2015-08-05,cmr,ramu,adult,52,12,12000.0,RKS19379
10101,2015-08-31,cmr,ramu,adult,48,9,1512.0,RKS20038
70550,2006-08-13,cmr,ramu,adult,44,8,37392.0,RKS3204
10599,2007-07-22,swab,ramu,adult,41,8,16950096,RKS5836
50194,2010-08-24,cmr,ramu,adult,43,8,59184.0,RKS11166
70550,2015-08-05,cmr,ramu,adult,60,24,1360.0,RKS19358
70550,2015-08-06,cmr,ramu,adult,58,22,31200.0,RKS19402
70505,2015-07-20,cmr,ramu,adult,51,17,508880.0,RKS18863
70736,2009-08-27,swab,ramu,adult,65,40,5808.0,RKS8799
10101,2015-08-26,cmr,ramu,adult,51,12,46496080,RKS20111
70413,2015-07-31,cmr,ramu,adult,56,25,196333.92,RKS18819
70550,2007-06-18,cmr,ramu,adult,53,14,163967.99999999997,RKS5140
72808,2016-07-06,cmr,ramu,adult,53,21,7692.832,RKS21272
70550,2014-08-10,cmr,ramu,adult,51,12,6432.0,RKS17733
10101,2016-08-05,cmr,ramu,adult,61,24,347.2,RKS21486
23006,2011-08-12,swab,ramu,adult,53,17,672.0000000000001,RKS12457
12102,2010-09-15,swab,ramu,adult,52,13,198048.0,RKS11556
72808,2015-09-13,cmr,ramu,adult,44,9,942.24,RKS20587
11858,2015-08-26,cmr,ramu,adult,57,14,3495760.0,RKS20301
50170,2010-08-25,cmr,ramu,adult,44,8,18240.0,RKS11186
50194,2010-09-14,cmr,ramu,adult,40,8,1162656.0,RKS11792
70550,2014-09-07,cmr,ramu,adult,51,19,5088.0,RKS18092
72996,2006-09-28,cmr,ramu,adult,56,18,4464.0,RKS3958
84309,2014-09-10,cmr,ramu,adult,55,25,96.0,DESO2690
70550,2013-09-11,cmr,ramu,adult,49,20,48.0,USGS1406
70514,2009-08-08,swab,ramu,adult,47,12,2832.0,RKS7957
72996,2005-07-25,cmr,ramu,adult,44,8,1152.0,RKS2107
70224,2008-08-01,swab,ramu,adult,74,49,11712.0,RKS6544
72996,2008-07-22,cmr,ramu,adult,50,10,48.0,RKS6494
10101,2016-06-24,cmr,ramu,adult,42,7,8240.0,RKS21008
72996,2012-08-30,swab,ramu,adult,46,10,1104.0,RKS15290
50183,2008-09-04,swab,ramu,adult,46,8,48.0,RKS7136
10100,2015-08-30,swab,ramu,adult,47,12,27619008,RKS19951
72996,2004-08-23,swab,ramu,adult,41,6,17856.0,RKS023
70550,2013-09-11,cmr,ramu,adult,49,14,4464.0,USGS1554
70550,2014-09-09,cmr,ramu,adult,56,19,624.0,RKS18142
10101,2015-08-25,cmr,ramu,adult,57,22,5316640.0,RKS20069
10101,2012-08-27,swab,ramu,adult,43,10,96.0,RKS15216
12621,2012-08-27,swab,ramu,adult,44,9,912.0,RKS15151
10100,2016-08-03,cmr,ramu,adult,55,17,40503.536,RKS21763
11494,2007-06-27,swab,ramu,adult,41,8,240144.0,RKS5163
72996,2005-07-25,cmr,ramu,adult,63,23,2832.0,RKS2156
11858,2017-08-03,cmr,ramu,adult,50,13,130922.88,RKS24128
72996,2006-07-17,cmr,ramu,adult,52,8,4176.0,RKS3795
70736,2008-08-26,swab,ramu,adult,45,10,192.0,RKS6983
72996,2006-08-20,cmr,ramu,adult,52,14,4800.0,RKS2466
10100,2015-09-08,cmr,ramu,adult,64,26,4620138.72,RKS19627
72996,2014-06-23,cmr,ramu,adult,49,13,1967.9999999999998,RKS16763
70550,2015-08-04,cmr,ramu,adult,47,9,1248.96,RKS18935
70550,2015-09-02,cmr,ramu,adult,58,24,3384.0,RKS19531
10223,2008-08-07,swab,ramu,adult,44,12,48.0,RKS6819
72996,2006-08-20,cmr,ramu,adult,49,10,4176.0,RKS2490
50183,2010-08-09,cmr,ramu,adult,43,8,144.0,RKS10698
11985,2005-08-19,swab,ramu,adult,48,12,192.0,RKS3021
10100,2015-09-09,cmr,ramu,adult,57,17,3636800.0,RKS18766
70736,2009-08-26,swab,ramu,adult,59,22,6671.999999999999,RKS8807
82645,2014-06-18,cmr,ramu,adult,73,39,10896.0,DESO1784
72808,2015-09-13,cmr,ramu,adult,58,24,136.32,RKS20602
10101,2015-08-24,cmr,ramu,adult,42,6,3335120.0,RKS18743
10101,2015-08-26,cmr,ramu,adult,47,10,994160.0,RKS19766
72996,2008-07-15,cmr,ramu,adult,46,12,60720.0,RKS6297
10101,2015-08-27,cmr,ramu,adult,57,21,7842960.0,RKS20228
11858,2017-08-03,cmr,ramu,adult,49,11,57040.616,RKS24126
70550,2015-08-04,cmr,ramu,adult,55,22,292.8,RKS19334
70134,2006-08-16,swab,ramu,adult,55,16,9024.0,RKS3239
84221,2014-06-19,cmr,ramu,adult,43,8,240.0,DESO1809
10100,2015-09-09,cmr,ramu,adult,49,11,5692181.28,RKS20450
72996,2005-09-21,cmr,ramu,adult,54,14,88464.0,RKS2301
12603,2009-09-04,swab,ramu,adult,51,12,1728.0,RKS9152
10100,2015-09-10,cmr,ramu,adult,62,32,1157520.0,RKS20420
10100,2015-09-14,cmr,ramu,adult,64,31,159280.0,RKS19869
11858,2015-08-26,cmr,ramu,adult,61,21,825920.0,RKS20328
10101,2015-08-24,cmr,ramu,adult,42,6,253400.64,RKS18743
84309,2014-09-09,cmr,ramu,adult,42,11,8256.0,DESO2457
70736,2009-08-27,swab,ramu,adult,60,36,2496.0,RKS8821
70550,2013-09-10,cmr,ramu,adult,52,19,192.0,USGS1574
11858,2015-08-27,cmr,ramu,adult,39,6,20623360,RKS20210
72996,2006-08-07,cmr,ramu,adult,51,10,384.0,RKS2506
82643,2014-07-17,cmr,ramu,adult,56,21,96.0,DESO2022
70550,2016-08-10,cmr,ramu,adult,51,13,2111.544,RKS21906
72996,2009-07-03,cmr,ramu,adult,51,12,960.0,RKS7415
70134,2006-08-22,cmr,ramu,adult,53,16,43008.00000000001,RKS3902
50194,2010-09-14,cmr,ramu,adult,44,10,3812112.0000000005,RKS11803
72996,2007-07-30,cmr,ramu,adult,51,14,4704.0,RKS5868
70279,2013-08-25,cmr,ramu,adult,63,21,1967.9999999999998,YFS567
84962,2014-08-07,cmr,ramu,adult,50,13,30816.0,DESO2391
10102,2015-08-25,cmr,ramu,adult,45,10,353760.0,RKS20375
72996,2006-09-13,cmr,ramu,adult,54,16,19008.0,RKS2472
70413,2015-08-30,cmr,ramu,adult,69,39,8612.64,RKS19506
84235,2015-08-04,cmr,ramu,adult,50,17,61759.68,DESO2757
84309,2014-07-18,cmr,ramu,adult,41,9,3120.0,DESO2222
71539,2005-07-01,swab,ramu,adult,48,12,54288.0,RKS1310
70550,2015-07-12,cmr,ramu,adult,58,23,372.48,RKS18795
74269,2005-08-25,swab,ramu,adult,62,25,912.0,RKS3126
72808,2016-07-06,cmr,ramu,adult,59,21,12318.008,RKS21276
70413,2015-08-01,cmr,ramu,adult,58,22,23852.16,RKS18838
70736,2009-09-22,swab,ramu,adult,47,13,9408.0,RKS9462
70550,2015-07-12,cmr,ramu,adult,56,22,262151.52,RKS18169
72996,2007-07-30,cmr,ramu,adult,55,15,6384.0,RKS5849
72996,2009-08-16,cmr,ramu,adult,56,18,336.00000000000006,RKS8353
72996,2007-06-01,swab,ramu,adult,52,13,174240.0,RKS2534
72996,2005-07-25,cmr,ramu,adult,47,10,432.0,RKS2134
70028,2007-07-09,swab,ramu,adult,60,25,96.0,RKS4962
72336,2015-09-13,cmr,ramu,adult,55,19,318.24,RKS20661
70413,2016-07-17,cmr,ramu,adult,53,19,194722.12,RKS21573
10285,2006-09-05,swab,ramu,adult,58,20,1584.0,RKS4738
50219,2010-08-25,cmr,ramu,adult,44,8,85536.0,RKS11198
10090,2010-09-16,swab,ramu,adult,62,22,336.00000000000006,RKS12155
70550,2014-07-15,cmr,ramu,adult,41,8,19344.0,RKS17668
70413,2013-08-12,cmr,ramu,adult,58,18,10512.0,YFS466
11523,2009-09-11,swab,ramu,adult,64,24,4179263.9999999995,RKS9451
70550,2007-07-31,cmr,ramu,adult,53,16,5616.0,RKS5893
72996,2005-08-29,cmr,ramu,adult,51,16,142128.0,RKS2241
72996,2006-08-20,cmr,ramu,adult,47,11,40560.0,RKS2487
70736,2008-07-31,swab,ramu,adult,65,30,816.0000000000001,RKS6726
11495,2009-08-21,swab,ramu,adult,55,18,7680.0,RKS8519
84309,2013-09-13,cmr,ramu,adult,43,8,192.0,DESO1719
72996,2009-08-16,cmr,ramu,adult,54,18,1104.0,RKS8352
72996,2006-07-17,cmr,ramu,adult,51,12,9840.0,RKS3579
72336,2015-09-13,cmr,ramu,adult,41,8,8779.2,RKS20658
72336,2015-09-13,cmr,ramu,adult,59,23,4066.08,RKS20673
72996,2007-06-18,cmr,ramu,adult,50,13,8496.0,RKS5133
70413,2015-07-31,cmr,ramu,adult,67,36,83147.04,RKS18831
84221,2013-08-21,cmr,ramu,adult,40,8,48.0,DESO1450
70550,2015-08-04,cmr,ramu,adult,46,10,68.16,RKS19346
72808,2015-06-08,cmr,ramu,adult,53,13,2064.0,RKS17552
72996,2005-07-25,cmr,ramu,adult,47,8,9504.0,RKS2132
72093,2014-08-06,cmr,ramu,adult,56,26,1536.0,RKS17714
11858,2015-08-27,cmr,ramu,adult,48,10,823554.72,RKS20219
10100,2015-09-08,cmr,ramu,adult,54,17,1426737.12,RKS19628
84309,2013-08-23,cmr,ramu,adult,50,16,720.0,DESO1495
70641,2016-07-29,cmr,ramu,adult,54,18,4917.312,RKS21561
70413,2014-08-06,cmr,ramu,adult,53,16,28992.0,RKS17734
70505,2015-07-20,cmr,ramu,adult,51,13,6160.0,RKS18866
50183,2010-09-07,swab,ramu,adult,45,10,2545584.0,CBSX031
70550,2016-08-10,cmr,ramu,adult,48,11,229965.688,RKS21917
70550,2015-08-05,cmr,ramu,adult,54,16,4560.0,RKS19356
10102,2016-08-03,cmr,ramu,adult,52,14,9862.08,RKS21694
72996,2005-07-25,cmr,ramu,adult,51,13,2208.0,RKS2086
72996,2007-08-29,cmr,ramu,adult,52,14,71568.0,RKS6015
72808,2015-06-12,cmr,ramu,adult,64,25,11280.0,RKS18234
72996,2005-08-29,cmr,ramu,adult,42,11,18480.0,RKS2288
70505,2008-08-12,cmr,ramu,adult,58,20,3168.0,RKS6857
70550,2014-08-10,cmr,ramu,adult,54,18,17856.0,RKS17779
70550,2006-09-27,cmr,ramu,adult,51,16,1967.9999999999998,RKS4086
72808,2015-08-14,cmr,ramu,adult,40,8,362.88,RKS18521
84277,2012-08-21,swab,ramu,adult,64,26,144.0,RKS15418
70619,2011-08-23,swab,ramu,adult,60,22,10656.000000000002,RKS13052
72996,2008-07-22,cmr,ramu,adult,52,12,113856.0,RKS6458
10101,2015-08-26,cmr,ramu,adult,51,16,2160160.0,RKS20130
84309,2014-08-07,cmr,ramu,adult,65,34,7392.0,DESO2371
72808,2015-09-13,cmr,ramu,adult,59,24,3068.16,RKS20586
70563,2008-07-30,swab,ramu,adult,68,36,1632.0000000000002,RKS6694
72808,2007-07-30,swab,ramu,adult,59,23,48.0,RKS3618
72996,2006-07-17,cmr,ramu,adult,54,9,83424.0,RKS3753
10100,2015-09-10,cmr,ramu,adult,56,19,14225360,RKS20400
50183,2010-09-07,swab,ramu,adult,46,12,3189936.0000000005,CBSX036
70279,2013-07-26,cmr,ramu,adult,54,22,2832.0,YFS393
10217,2008-08-04,swab,ramu,adult,54,18,96.0,RKS6740
72996,2009-07-04,cmr,ramu,adult,55,15,15840.0,RKS7424
70550,2014-06-24,cmr,ramu,adult,53,17,192.0,RKS17002
72996,2006-09-28,cmr,ramu,adult,50,12,83568.0,RKS3942
72996,2006-09-13,cmr,ramu,adult,50,11,1440.0,RKS2474
72996,2008-09-13,cmr,ramu,adult,49,13,2880.0,RKS7583
10316,2006-08-26,swab,ramu,adult,45,10,169967.99999999997,RKS4510
70279,2013-08-02,cmr,ramu,adult,54,22,76176.0,USGS1803
10206,2008-08-08,swab,ramu,adult,50,14,96.0,RKS6846
10100,2015-09-09,cmr,ramu,adult,61,23,3676044.0,RKS19664
12102,2006-08-02,swab,ramu,adult,42,7,192.0,RKS3630
70414,2006-07-30,cmr,ramu,adult,52,14,72096.0,RKS1637
10100,2016-08-03,cmr,ramu,adult,60,23,11396.376,RKS21765
10100,2015-09-10,cmr,ramu,adult,47,14,838660.32,RKS20516
72996,2006-09-13,cmr,ramu,adult,54,12,5808.0,RKS2483
10219,2009-09-12,swab,ramu,adult,58,26,768.0,RKS9614
72996,2008-07-15,cmr,ramu,adult,49,10,6384.0,RKS6445
70550,2006-08-13,cmr,ramu,adult,46,10,8976.0,RKS3198
72996,2014-06-25,cmr,ramu,adult,43,11,1296.0,RKS16785
10101,2015-08-24,cmr,ramu,adult,48,9,129920.0,RKS19727
70550,2006-08-21,cmr,ramu,adult,48,12,1296.0,RKS3849
70413,2014-08-06,cmr,ramu,adult,65,29,34032.0,RKS17736
10101,2015-08-26,cmr,ramu,adult,46,9,1756400.0,RKS20124
70550,2014-09-07,cmr,ramu,adult,51,14,4032.0,RKS18093
72996,2005-07-25,cmr,ramu,adult,44,10,672.0000000000001,RKS1920
70413,2015-07-31,cmr,ramu,adult,57,28,16894.08,RKS18817
84221,2013-06-19,cmr,ramu,adult,54,12,144.0,DESO1017
10100,2015-08-30,swab,ramu,adult,43,9,5804592.0,RKS19936
84221,2013-09-10,cmr,ramu,adult,48,15,4080.0,DESO1637
70413,2016-07-19,cmr,ramu,adult,68,37,2771.224,RKS21753
72808,2015-06-12,cmr,ramu,adult,61,24,432.0,RKS18239
72996,2005-09-21,cmr,ramu,adult,56,20,6144.0,RKS2371
70550,2015-07-11,cmr,ramu,adult,57,24,69712.8,RKS18071
70550,2014-07-14,cmr,ramu,adult,68,40,5423.999999999999,RKS17649
10100,2015-09-09,cmr,ramu,adult,58,20,66776400,RKS19703
11509,2009-09-11,swab,ramu,adult,54,18,384.0,RKS9352
72996,2005-09-21,cmr,ramu,adult,54,16,9552.0,RKS2362
72953,2008-07-10,swab,ramu,adult,48,14,1440.0,RKS6413
84221,2014-07-18,cmr,ramu,adult,49,15,864.0,DESO2261
10100,2015-09-09,cmr,ramu,adult,46,13,6296206.56,RKS19696
12562,2013-09-10,swab,ramu,adult,68,43,18048.0,RKS16669
70550,2016-07-13,cmr,ramu,adult,57,21,21120.888,RKS21659
10222,2007-06-27,swab,ramu,adult,51,12,96.0,RKS5447
84221,2014-06-17,cmr,ramu,adult,56,15,4128.0,DESO1868
70641,2015-09-01,cmr,ramu,adult,41,7,27200.0,RKS19813
70736,2009-07-10,swab,ramu,adult,68,31,7440.0,RKS7508
10218,2009-09-10,swab,ramu,adult,49,14,356160.0,RKS9303
84309,2013-09-12,cmr,ramu,adult,46,10,720.0,DESO1701
70279,2014-07-11,cmr,ramu,adult,57,24,37728.0,RKS17605
70550,2016-07-12,cmr,ramu,adult,40,8,1482.896,RKS21703
50170,2010-09-13,cmr,ramu,adult,44,8,3275376.0,RKS11720
72996,2006-07-17,cmr,ramu,adult,47,8,240.0,RKS3583
70413,2013-08-15,cmr,ramu,adult,52,17,2592.0,USGS1813
72336,2015-08-13,cmr,ramu,adult,53,18,82450.56,RKS18546
82682,2017-08-15,cmr,ramu,adult,64,31,2920.92,RKS23807
84221,2013-07-24,cmr,ramu,adult,48,12,384.0,DESO1312
70550,2015-09-02,cmr,ramu,adult,47,12,57115.2,RKS19520
10100,2015-09-10,cmr,ramu,adult,58,23,13176640,RKS20488
84309,2013-09-13,cmr,ramu,adult,45,10,25968.0,DESO1715
10100,2015-09-09,cmr,ramu,adult,51,15,1192387.2,RKS19700
70279,2016-07-18,cmr,ramu,adult,58,25,9600.824,RKS21671
84309,2013-09-12,cmr,ramu,adult,52,18,3311.9999999999995,DESO1686
10101,2015-08-24,cmr,ramu,adult,45,7,147520.0,RKS18623
70508,2008-08-21,swab,ramu,adult,41,8,288.0,RKS7081
10213,2009-09-11,swab,ramu,adult,75,47,1026528.0000000001,RKS9275
10101,2015-08-26,cmr,ramu,adult,49,13,1711920.0,RKS20115
70413,2015-08-01,cmr,ramu,adult,66,36,4758.72,RKS18836
72808,2015-06-11,cmr,ramu,adult,53,20,185.76,RKS17591
72105,2005-07-10,swab,hyre,adult,33,4,179520.0,RKS1252
84309,2014-07-17,cmr,ramu,adult,56,27,2640.0,DESO2013
11858,2015-08-27,cmr,ramu,adult,39,6,4237815.36,RKS20210
10101,2016-06-24,cmr,ramu,adult,50,12,8240.0,RKS20891
11858,2015-08-26,cmr,ramu,adult,48,11,28560.0,RKS20317
72808,2015-07-06,cmr,ramu,adult,48,14,1550.88,RKS18322
72996,2007-06-18,cmr,ramu,adult,55,15,960.0,RKS4949
72996,2006-08-20,cmr,ramu,adult,54,16,13488.0,RKS2498
10100,2015-09-09,cmr,ramu,adult,60,21,5396560.0,RKS19587
72996,2006-08-20,cmr,ramu,adult,49,12,4368.0,RKS2407
72996,2011-08-21,swab,ramu,adult,44,10,19392.0,RKS13027
84221,2013-08-23,cmr,ramu,adult,51,15,1824.0,DESO1538
70550,2016-07-12,cmr,ramu,adult,57,20,33683.672,RKS21429
72996,2006-07-17,cmr,ramu,adult,59,14,1104.0,RKS2434
72996,2005-09-21,cmr,ramu,adult,46,12,48.0,RKS2328
70550,2006-08-13,cmr,ramu,adult,48,12,406032.0,RKS3233
70550,2007-07-01,cmr,ramu,adult,55,18,1680.0,RKS4955
72996,2006-09-13,cmr,ramu,adult,52,12,1632.0000000000002,RKS2437
70279,2014-08-08,cmr,ramu,adult,62,35,55488.0,RKS17720
10213,2009-09-11,swab,ramu,adult,59,20,263712.0,RKS9361
10100,2015-09-10,cmr,ramu,adult,54,17,19007920,RKS20500
10102,2015-08-25,cmr,ramu,adult,48,10,7635751.68,RKS20378
70413,2013-09-07,cmr,ramu,adult,54,20,768.0,YFS256
72996,2008-09-14,cmr,ramu,adult,53,13,4320.0,RKS7189
70563,2009-07-11,swab,ramu,adult,50,16,48.0,RKS7538
70736,2009-09-22,swab,ramu,adult,55,15,96.0,RKS9475
10100,2015-09-08,cmr,ramu,adult,50,13,5730320.0,RKS19613
70550,2016-07-12,cmr,ramu,adult,55,18,1956.208,RKS21473
10101,2015-08-31,cmr,ramu,adult,42,8,5609.28,RKS20026
10101,2015-08-25,cmr,ramu,adult,46,10,694080.0,RKS20343
72808,2015-06-08,cmr,ramu,adult,60,25,859.68,RKS17544
71917,2014-07-25,cmr,ramu,adult,81,77,42768.0,RKS17248
70550,2014-08-11,cmr,ramu,adult,49,14,68592.0,RKS17795
70449,2014-07-11,cmr,ramu,adult,44,8,2160.0,RKS17689
84309,2014-08-07,cmr,ramu,adult,51,16,384.0,DESO2379
70134,2006-09-01,cmr,ramu,adult,53,18,30864.0,RKS3859
70550,2006-09-27,cmr,ramu,adult,50,14,3024.0,RKS4083
10101,2015-08-24,cmr,ramu,adult,45,7,9848033.28,RKS18477
70505,2014-09-06,cmr,ramu,adult,68,35,201503.99999999997,RKS17869
11858,2015-08-26,cmr,ramu,adult,51,12,5955200.0,RKS20293
70134,2006-09-01,cmr,ramu,adult,49,13,1056.0,RKS3978
72808,2015-06-12,cmr,ramu,adult,50,16,572.64,RKS18185
11858,2015-08-26,cmr,ramu,adult,53,14,20423040,RKS20299
11495,2010-07-30,swab,ramu,adult,56,20,288.0,RKS10276
72996,2007-07-30,cmr,ramu,adult,49,11,14352.000000000002,RKS5861
10101,2016-06-25,cmr,ramu,adult,46,8,55920.0,RKS21163
10319,2006-08-27,swab,ramu,adult,43,7,603936.0,RKS4488
70736,2008-07-31,swab,ramu,adult,63,30,48.0,RKS6539
72554,2009-07-10,swab,ramu,adult,63,23,432.0,RKS7451
72996,2005-07-25,cmr,ramu,adult,44,8,26064.0,RKS1956
72996,2005-07-25,cmr,ramu,adult,51,15,28992.0,RKS2115
72996,2006-07-17,cmr,ramu,adult,47,8,9743.999999999998,RKS3787
72808,2015-06-12,cmr,ramu,adult,54,19,295.2,RKS17602
70550,2007-07-01,cmr,ramu,adult,55,18,1392.0,RKS4955
10100,2015-09-09,cmr,ramu,adult,52,18,7636400.0,RKS19702
72996,2005-07-25,cmr,ramu,adult,52,15,5088.0,RKS1921
70413,2015-07-31,cmr,ramu,adult,48,14,15040.0,RKS18818
72808,2015-06-11,cmr,ramu,adult,55,19,3768.0,RKS17586
70413,2014-09-04,cmr,ramu,adult,50,21,960.0,RKS18067
84309,2014-07-18,cmr,ramu,adult,71,44,96.0,DESO2304
11858,2015-08-27,cmr,ramu,adult,41,7,2959840.0,RKS19782
84221,2014-06-17,cmr,ramu,adult,40,7,2784.0,DESO1880
70550,2014-09-07,cmr,ramu,adult,51,13,34464.0,RKS18082
11858,2015-08-26,cmr,ramu,adult,47,11,29280.0,RKS20323
70505,2014-08-09,cmr,ramu,adult,48,13,6384.0,RKS18023
72996,2005-08-29,cmr,ramu,adult,56,15,2243520.0,RKS2282
72996,2014-06-25,cmr,ramu,adult,50,14,303600.0,RKS16780
72996,2005-07-25,cmr,ramu,adult,50,12,4032.0,RKS2024
10101,2015-08-24,cmr,ramu,adult,47,9,5802.24,RKS18736
84221,2014-09-09,cmr,ramu,adult,40,10,192.0,DESO2657
84221,2013-09-11,cmr,ramu,adult,47,12,720.0,DESO1646
70550,2014-08-10,cmr,ramu,adult,58,24,46320.0,RKS17749
72996,2005-07-25,cmr,ramu,adult,53,16,1248.0,RKS2189
72808,2015-06-12,cmr,ramu,adult,52,15,4075.68,RKS18190
84309,2013-09-12,cmr,ramu,adult,63,24,960.0,DESO1706
72996,2007-06-18,cmr,ramu,adult,54,16,14688.0,RKS4944
70505,2015-08-17,cmr,ramu,adult,50,15,12240.0,RKS19433
84309,2014-09-10,cmr,ramu,adult,50,23,48.0,DESO2692
10101,2015-08-31,cmr,ramu,adult,47,12,26462960,RKS20281
70439,2010-07-03,swab,ramu,adult,91,82,96.0,RKS9826
12102,2012-08-08,swab,ramu,adult,40,6,11136.0,RKS14676
84303,2013-07-23,cmr,ramu,adult,61,28,48.0,DESO1363
10100,2015-08-30,swab,ramu,adult,54,17,155472.0,RKS19935
70550,2008-07-28,cmr,ramu,adult,55,18,9024.0,RKS6688
70505,2016-07-06,cmr,ramu,adult,59,19,517586.576,RKS21228
70563,2009-07-11,swab,ramu,adult,70,34,864.0,RKS7472
10101,2015-08-25,cmr,ramu,adult,53,13,5242000.0,RKS20070
84221,2014-09-09,cmr,ramu,adult,43,11,48.0,DESO2662
10102,2012-08-27,swab,ramu,adult,49,12,144.0,RKS15169
10102,2015-08-25,cmr,ramu,adult,44,9,2475356.64,RKS20361
70550,2013-08-14,cmr,ramu,adult,51,15,3120.0,USGS1165
11858,2015-08-25,cmr,ramu,adult,62,34,1478140.32,RKS19957
84309,2013-08-22,cmr,ramu,adult,65,32,3168.0,DESO1485
72996,2006-07-17,cmr,ramu,adult,48,10,14640.0,RKS3765
10100,2016-06-24,cmr,ramu,adult,68,32,880.0,RKS20926
11858,2015-08-25,cmr,ramu,adult,68,38,361513.44,RKS19986
21111,2007-09-05,swab,ramu,adult,52,16,4176.0,RKS5750
11520,2006-08-15,swab,ramu,adult,37,4,720.0,RKS2790
72996,2013-07-14,cmr,ramu,adult,53,14,24000.0,RKS16367
70505,2016-07-08,cmr,ramu,adult,59,23,151457.272,RKS21452
72996,2008-09-13,cmr,ramu,adult,49,12,48.0,RKS6658
50170,2010-08-25,cmr,ramu,adult,44,8,2352.0,RKS11193
11858,2015-08-26,cmr,ramu,adult,51,16,7415280.0,RKS20100
11858,2015-08-25,cmr,ramu,adult,48,12,7084720.0,RKS20057
11858,2016-08-05,cmr,ramu,adult,47,11,1880.768,RKS21644
70550,2016-07-14,cmr,ramu,adult,56,22,31165.32,RKS21504
72808,2015-06-11,cmr,ramu,adult,49,14,695.52,RKS17588
72996,2006-08-20,cmr,ramu,adult,49,11,6912.0,RKS2497
72996,2009-08-16,cmr,ramu,adult,55,20,17904.0,RKS8351
72996,2005-09-21,swab,ramu,adult,54,16,79968.0,RKS2377
72996,2006-07-17,cmr,ramu,adult,54,11,3360.0,RKS3773
84221,2014-08-07,cmr,ramu,adult,50,15,15168.0,DESO2276
72996,2006-08-30,cmr,ramu,adult,48,12,5856.0,RKS3896
72808,2015-08-15,cmr,ramu,adult,61,29,2127.36,RKS18751
11858,2015-08-25,cmr,ramu,adult,58,22,217039.2,RKS19964
84309,2013-09-13,cmr,ramu,adult,56,18,2640.0,DESO1695
10224,2011-08-22,swab,ramu,adult,57,23,96.0,RKS13265
72996,2008-07-15,cmr,ramu,adult,50,13,26304.000000000004,RKS6293
74156,2006-07-03,swab,ramu,adult,36,5,240.0,RKS2783
